title,company,category,status,min_edu,min_exp,description,url,imgUrl
Pengemudi Truk (Penempatan Banyuwangi),PT Berkat Chandra Anugerah,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,Less than a year of experience,Job description for Pengemudi Truk (Penempatan Banyuwangi) at PT Berkat Chandra AnugerahQualifications: Memiliki SIM B Laki - Laki Berusia maksimal 35 tahun Memiliki pengalaman sebagai supir truk Bertanggung Jawab Detail gaji akan diinformasikan saat interviewRead Less,https://glints.com/id/en/opportunities/jobs/pengemudi-truk-penempatan-banyuwangi/b413f5a4-9225-4abf-b422-2dbe2fb9862a?utm_referrer=explore&traceInfo=55bcb5a9-2077-4009-b73b-ce4a28e3d437,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/c7fafe8768c43bea93d2f4197fb6bb6c.jpg
Driver (Staff Distribusi),Tarra Health Care,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Driver (Staff Distribusi) at Tarra Health CareWe Are HiringDriver (Staff Distribusi)Qualification :• Pria, Max 30 Th• Pendidikan Min. SMK/SMA• Memiliki Sim A & C• Memiliki SKCK• Memiliki Kemampuan Komunikasi yang Baik• Mampu Bekerja baik secara Individu/Team• Memiliki Kemampuan menggunakan Goggle MapsBenefit :• Gaji Pokok• Tunj. Uang Makan & Transport• Bonus Bulanan• BPJS Kesehatan & KetenagakerjaanRead Less",https://glints.com/id/en/opportunities/jobs/driver-staff-distribusi/a7f0329d-368a-49d6-9a2d-779453712504?utm_referrer=explore&traceInfo=55bcb5a9-2077-4009-b73b-ce4a28e3d437,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/c567d389258bc8f917df4976c31fea18.png
Staf Gudang,PT PAKET INSAN KARGO,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,Less than a year of experience,"Job description for Staf Gudang at PT PAKET INSAN KARGOJob Deskripsi:Menerima barang masuk sesuai dengan surat jalan dan memastikan jumlah serta kualitas barang sesuai standar.Melakukan pemeriksaan dokumen yang menyertai barang seperti faktur dan nota pengiriman.Menyimpan barang sesuai dengan kategori dan tata letak di gudang untuk mempermudah akses dan efisiensi ruang.Menjaga kerapian, kebersihan, dan keamanan barang selama penyimpanan.Mengatur dan mencatat keluar masuknya barang di gudang secara sistematis.Mengemas barang dengan rapi dan aman agar tidak rusak selama pengiriman.Membuat laporan harian, mingguan, dan bulanan mengenai stok barang dan pengiriman kepada atasan.Menyampaikan laporan jika terdapat barang yang rusak, hilang, atau tidak sesuai jumlah.Mematuhi standar keamanan dan keselamatan kerja selama proses pergudangan.Melakukan tindakan preventif untuk menghindari kecelakaan atau kerusakan barang di area gudang.Requirement / Persyaratan:Minimal lulusan SMA/SMK atau sederajat. Pengalaman minimal 1 tahun sebagai staff gudang atau posisi serupa. Fresh graduate dipersilakan melamar jika memiliki ketertarikan di bidang pergudangan.Mampu mengoperasikan komputer dan aplikasi gudang sederhana, seperti Microsoft Excel atau sistem inventori gudang.Keterampilan fisik yang baik untuk mengangkat dan memindahkan barang jika diperlukan.Teliti, jujur, bertanggung jawab, dan disiplin dalam pekerjaan.Memiliki keterampilan komunikasi yang baik dan mampu bekerja dalam tim.Kondisi fisik yang baik untuk bekerja di lingkungan gudang yang terkadang membutuhkan tenaga fisik.Bersedia bekerja dengan jam kerja yang fleksibel, jika diperlukan.Fasilitas :Bonus PackinglemburMess Untuk yang dari luar kotaRead Less",https://glints.com/id/en/opportunities/jobs/staf-gudang/a18fd48b-fcf7-408a-bc36-b39cd29a39b4?utm_referrer=explore&traceInfo=55bcb5a9-2077-4009-b73b-ce4a28e3d437,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3430a470de50a8031ed960eef55c236c.png
Driver,PT. Sunny Auto Sukses,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Driver at PT. Sunny Auto SuksesJob DescriptionsDapat mengemudikan mobil baik matic ataupun manualCekatan, teliti, disiplin dan bertanggung jawabDapat berkomunikasi dengan baikBerpengalaman sebagai Driver 1-2 tahunUsia max 38 tahunMemiliki SIM A yang AktifPendidikan Min SMA/SMK/ SederajatGood AttitudeRead Less",https://glints.com/id/en/opportunities/jobs/driver/d4ba0676-3f9d-4c3f-a914-b6250ff56158?utm_referrer=explore&traceInfo=55bcb5a9-2077-4009-b73b-ce4a28e3d437,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ccadb8c7d697c3c5ffcefe49fd1b3797.jpeg
Driver,PT. Seger Ayom Andharbehi,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Driver at PT. Seger Ayom AndharbehiJob DescriptionsMengemudikan kendaraan dengan aman dan bertanggung jawab.Mengantarkan barang sesuai dengan rute yang ditentukan.Memastikan kondisi kendaraan dalam keadaan baik dan melakukan perawatan rutin.Dapat mengendarai Roda 3

Job RequirementsMemiliki SIM (Surat Izin Mengemudi) yang validPengalaman sebagai driver atau posisi serupa diutamakan.Memiliki sikap bertanggung jawab dan disiplin dalam menjaga jadwal.Kemampuan komunikasi yang baik dan mampu berinteraksi dengan baik dengan orang lain.Read Less",https://glints.com/id/en/opportunities/jobs/driver/fbec5ff3-d265-4b5a-8008-ce43ef990873?utm_referrer=explore&traceInfo=55bcb5a9-2077-4009-b73b-ce4a28e3d437,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/de295957c9a808d8d79a29e7e85ea542.png
sparepart staff,PT. Sunny Auto Sukses,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for sparepart staff at PT. Sunny Auto SuksesMengelola inventaris spare parts, mengkoordinir, dan memastikan ketersediaan spare parts sesuai kebutuhan, serta mengirimkan spare parts untuk penjualan dengan tepat waktu.Pemeliharaan catatan pelanggan dan pembuatan laporan.Membuat laporan (daily/weekly/monthly), berupa laporan pemakaian spare parts dan laporan penjualan spare parts.Bertanggung jawab atas ketersediaan dan arus keluar masuk spare parts baik untuk perbaikan maupun penjualan.Menganalisa arus keluar masuk spare parts, baik produk fast moving, slow moving, maupun dead stock.Kriteria•	Pendidikan minimal SMA/SMK sederajat, D3 dan S1 menjadi nilai plus•	Memiliki pengalaman 1-3 tahun dalam bidang retail sparepart dan otomotif•	Memiliki kemampuan komunikasi secara aktif dan negosiasi yang baik•	Jujur, teliti dan memiliki semangat kerja yang tinggi.•	Mampu bekerja secara mandiri maupun dalam tim•	Usia maksimal 30 tahun•	Memiliki pengetahuan tentang suku cadang otomotif. •	Mengetahui system pergudangan/ Pengalaman dalam inventoryRead Less",https://glints.com/id/en/opportunities/jobs/sparepart-staff/4fd9d5f8-7f0a-4003-abce-3254c05864f9?utm_referrer=explore&traceInfo=55bcb5a9-2077-4009-b73b-ce4a28e3d437,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ccadb8c7d697c3c5ffcefe49fd1b3797.jpeg
Driver,Puspita Cipta Group,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,Job description for Driver at Puspita Cipta Group1. Laki - laki berusia maksimal 35 tahun2. Pend. Terakhir min. SMK/SMA sederajat3. Pengalaman min. 1 - 2 tahun di bidang yang sama merupakan nilai plus4. Memiliki SIM B1 Umum5. Tidak pernah mengalami kecelakaan selama berkendara (safety riding)6. Sehat jasmani dan rohani7. Terbiasa bongkar muat8. Bersedia test drive terlebih dahulu dan melaksanakan proses rekrutmen di Kuningan Jawa BaratRead Less,https://glints.com/id/en/opportunities/jobs/driver/bfb3bd97-53d7-4a49-890b-8b781ba16fda?utm_referrer=explore&traceInfo=55bcb5a9-2077-4009-b73b-ce4a28e3d437,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/c7417469166dbb0fe0970df32f1d7797.png
Staff Gudang,PT. MEDIKA SEJAHTERA DELAPAN,Supply Chain & Logistics,Full-Time · On-site,Minimum Bachelor’s Degree,Less than a year of experience,Job description for Staff Gudang at PT. MEDIKA SEJAHTERA DELAPANpriamemahami teknis elektromedisMembantu tim melaksanakan stock opnameMembantu penyiapan pengiriman barang untuk dikirim ke RS atau doktermemahami teknisi elektromedisRead Less,https://glints.com/id/en/opportunities/jobs/staff-gudang/a8a4b0a4-6a8d-4ef5-90f6-b2f8c2dfb7d4?utm_referrer=explore&traceInfo=55bcb5a9-2077-4009-b73b-ce4a28e3d437,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/d1cd3d546b266b2deebe1ff2832ac754.png
Staff Gudang,PT. MEDIKA SEJAHTERA DELAPAN,Supply Chain & Logistics,Full-Time · On-site,Minimum Bachelor’s Degree,Less than a year of experience,Job description for Staff Gudang at PT. MEDIKA SEJAHTERA DELAPANpriamemahami teknis elektromedisMembantu tim melaksanakan stock opnameMembantu penyiapan pengiriman barang untuk dikirim ke RS atau doktermemahami teknisi elektromedisRead Less,https://glints.com/id/en/opportunities/jobs/staff-gudang/a8a4b0a4-6a8d-4ef5-90f6-b2f8c2dfb7d4?utm_referrer=explore&traceInfo=1d65a80e-5ad9-4f2e-b159-2da89247709b,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/d1cd3d546b266b2deebe1ff2832ac754.png
Supervisor Gudang,Otoproject Group,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,3 - 5 years of experience,"Job description for Supervisor Gudang at Otoproject GroupKualifikasi:Laki-LakiPengalaman minimal 4 tahun dalam bidang yang samaPendidikan Minimal SMA/D3/S1 Semua JurusanMemiliki kemampuan Analytical Thinking, Planning Organizing, dan Decision Making.Berdomisili Tangerang lebih disukaiJob Desc:Memastikan dan mempertanggung jawabkan kegiatan gudang sesuai dengan ranah tanggung jawabnyaMembuat laporan periodik dan mengarahkan agenda kerja dalam pertemuan-pertemuan terjadwal Mengawasi penerimaan, penyimpanan, dan pengeluaran barang.Mengelola tim gudang, termasuk penjadwalan kerja, pelatihan, dan pengembangan karyawan.Memastikan area gudang selalu bersih, aman, dan tertib.Read Less",https://glints.com/id/en/opportunities/jobs/supervisor-gudang/0679bcb7-8cb4-469b-aed7-f737b1265934?utm_referrer=explore&traceInfo=1d65a80e-5ad9-4f2e-b159-2da89247709b,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/46fe6f40dcaf8186876d36c1d8f18ed7.png
Sopir SIM B1/A,Puri Mebel Interior & General Contractor,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,Job description for Sopir SIM B1/A at Puri Mebel Interior & General ContractorKualifikasi : Berpengalaman minimal 1 tahunPria usia -+ 25 tahunPendidikan minimal SMKMempunyai ijasah asli sekolah terakhirBelum menikah/lajangDomisili Kota Semarang dan Kabupaten SemarangRead Less,https://glints.com/id/en/opportunities/jobs/sopir-sim-b1-a/b0bffff6-a97f-4d9c-8f6d-91b1660db530?utm_referrer=explore&traceInfo=1d65a80e-5ad9-4f2e-b159-2da89247709b,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ebf314dc6e299a246bced528c7b22e14.png
Supir Pribadi,Carabao Bistro & Pool Batu HQ,Supply Chain & Logistics,Full-Time · Hybrid,Minimum Senior/Vocational High School,null,"Job description for Supir Pribadi at Carabao Bistro & Pool Batu HQ1. Usia: Maksimal 40 tahun.2. SIM: Memiliki SIM A yang masih berlaku.3. Pengalaman: Memiliki pengalaman mengemudi yang cukup, idealnya minimal 2-3 tahun.4. Kesehatan: Sehat jasmani dan rohani, memiliki surat keterangan sehat dari dokter.5. Keterampilan Mengemudi: Mahir dalam mengemudikan berbagai jenis mobil, baik manual maupun otomatis.6. Pengetahuan Jalan: Mengetahui rute jalan utama dan alternatif, serta familiar dengan navigasi GPS.7. Etika Berkendara: Memahami dan mematuhi peraturan lalu lintas, serta memiliki etika berkendara yang baik.8. Kedisiplinan: Tepat waktu, bertanggung jawab, dan memiliki sikap profesional.9. Referensi: Memiliki referensi atau surat rekomendasi dari tempat kerja sebelumnya.10. Komunikasi: Mampu berkomunikasi dengan baik, sopan, dan ramah terhadap penumpang.11. Keamanan: Menjaga keamanan dan keselamatan penumpang selama perjalanan.12. Penampilan: Berpenampilan rapi dan bersih.13. Integritas: Jujur dan dapat dipercaya.14. Adaptasi: Mampu beradaptasi dengan jadwal yang fleksibel dan situasi yang beragam.15. Pengetahuan Teknis: Memiliki pengetahuan dasar tentang perawatan kendaraan dan mampu mengatasi masalah teknis kecil.Read Less",https://glints.com/id/en/opportunities/jobs/supir-pribadi/423e7c1a-2aef-44a9-9d1d-bb43fb619c9a?utm_referrer=explore&traceInfo=1d65a80e-5ad9-4f2e-b159-2da89247709b,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/193961acd02d570e94564da15f95e732.png
Supir Pribadi,CV Tiga Bintang Rezeki | IVAN TAPE,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,3 - 5 years of experience,"Job description for Supir Pribadi at CV Tiga Bintang Rezeki | IVAN TAPE-jadi supir pribadi berpengalaman - sopan, berkepribadian baik, rajin, on time, berpakaian rapih- sehat (tidak sakit-sakitan)- fleksibel dapat mengerti jalan/waktu, berkendara dengan baik dan hati-hati- mencuci/membersihkan mobil yang di pakaiRead Less",https://glints.com/id/en/opportunities/jobs/supir-pribadi/af4e5ed9-d415-4bf5-b0b6-174eb7db94b9?utm_referrer=explore&traceInfo=1d65a80e-5ad9-4f2e-b159-2da89247709b,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/49e8569eb7243cfd61d78461eff4f845.jpg
Kurir Motor,PT Delima Insan Sejahtera,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,Less than a year of experience,"Job description for Kurir Motor at PT Delima Insan SejahteraJob DescriptionsMengemudikan kendaraan pengiriman dengan aman dan bertanggung jawab.Mengambil dan mengantarkan paket, dokumen, atau barang sesuai dengan jadwal pengiriman.Memastikan kondisi paket atau barang tetap terjaga selama proses pengiriman.Melakukan verifikasi dan pencatatan terhadap pengiriman yang dilakukan.Job RequirementsMemiliki SIM (Surat Izin Mengemudi) yang valid.Pengalaman kerja sebagai Kurir atau posisi serupa diutamakan.Disiplin, bertanggung jawab, dan komitmen terhadap ketepatan waktu.Kemampuan fisik yang cukup untuk mengangkat dan memindahkan paket atau barang.Read Less",https://glints.com/id/en/opportunities/jobs/kurir-motor/0ca80c75-667d-4a29-aeaf-d49a901e7dcb?utm_referrer=explore&traceInfo=1d65a80e-5ad9-4f2e-b159-2da89247709b,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/e6e5bdd6efc0dbe10bd1691c45c79e42.png
Sopir Perusahaan,IWAKA MART,Supply Chain & Logistics,Contract · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,Job description for Sopir Perusahaan at IWAKA MARTMemiliki SIM B1 Umum (Surat Izin Mengemudi) yang validPengalaman sebagai driver atau posisi serupa diutamakan.Pengetahuan tentang peraturan lalu lintas dan keselamatan berkendara.Memiliki sikap bertanggung jawab dan disiplin dalam menjaga jadwal.Kemampuan komunikasi yang baik dan mampu berinteraksi dengan baik dengan orang lain.Memastikan kondisi kendaraan dalam keadaan baik dan melakukan perawatan rutinMengemudikan kendaraan dengan aman dan bertanggung jawabRead Less,https://glints.com/id/en/opportunities/jobs/sopir-perusahaan/8ed2c697-2297-4e53-b04e-65c3db5833ee?utm_referrer=explore&traceInfo=1d65a80e-5ad9-4f2e-b159-2da89247709b,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/82d07c0577e9a30f0c567b6ece4a4c85.png
Supervisor Administrasi Penjualan,PT Global Multipet Indonesia,Supply Chain & Logistics,Full-Time · On-site,Minimum Associate Degree,1 - 3 years of experience,"Job description for Supervisor Administrasi Penjualan at PT Global Multipet IndonesiaTanggung Jawab:Mengawasi Tim Admin (Invoice, Logistik, Stok)Melakukan validasi, approval dan perencanaanMengelola koordinasi stok dan pengirimanMelakukan analisis data penjualanKualifikasi:Pengalaman dalam administrasi penjualanPaham pembuatan draft order, pemrosesan invoice dan penagihan piutangMenguasai manajemen stok dan pengiriman barang (logistik)Mahir menggunakan Excel/SpreadsheetKeterampilan analitis, komunikasi dan multitasking yang kuatRead Less",https://glints.com/id/en/opportunities/jobs/supervisor-administrasi-penjualan/8687e881-4940-49c6-aafa-2a4db0c20ff2?utm_referrer=explore&traceInfo=1d65a80e-5ad9-4f2e-b159-2da89247709b,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7676bc6ec5129aeb5b064e1e4b09453d.png
DATA ANALIS,PT Idola Insani Garment,Supply Chain & Logistics,Full-Time · On-site,Minimum Bachelor’s Degree,Less than a year of experience,"Job description for DATA ANALIS at PT Idola Insani Garment- Di utamakan lulusan S1 Jurusan Matematika,Statistik, MIPA- Mendistribusikan barang ke toko dan wajib memantau penjualan barang yang ada di toko- Menganalisa masalah apa saja yang terjadi di lapangan khususnya mengenai penjualan produk berdasarkan data jualan yang  peroleh dari sistem penginputan jual agar target jualan kami bisa terpenuhi setiap bulannya. Instruksi merupakan bentuk hubungan kerja sama kami dengan pihak lapangan,khususnya supervisor. Instruksi diberikan ke supervisor di lapangan terkait acara yang diadakan di toko untuk produk tertentu demi memaksimalkan penjualan produk.- Mengolah data-data baik itu data penjualan, Stok, kompetitor, Forecast dan hal-hal lainnya yang masih berkaitan dengan penjualan dan distribusi menjadi informasi yang kemudian disuguhkan bagi manajemen untuk selanjutnya bisa dijadikan pertimbangan untuk pengambilan kebijakan atau keputusan bagi perusahaan.- Mahir menggunakan MS Excel terutama formula IF,Vlookup, Hlookup, Pivot Table(berbasis Microsoft Office - Excel)- Data Preprocessing / Cleaning data - Analisis pola penjualan per musim - Estimasi Stok Counter (Store) berdasarkan Target - Kelola stok Counter berdasarkan Rasio Penjualan - Memberikan pelaporan dan pemantauan kinerja setiap Kategori produk per mingguRead Less",https://glints.com/id/en/opportunities/jobs/data-analis/e7dc6ec7-d59f-41de-bbc9-b90a900ef5cb?utm_referrer=explore&traceInfo=1d65a80e-5ad9-4f2e-b159-2da89247709b,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0b2a6568b5e3225fb1dcbea89e15efb2.jpeg
